id,created,follower_id_id,user_id_id
28483,2012-04-04 06:12:28,352,735
28486,2012-06-01 20:09:32,516,740
28487,2010-02-25 16:55:56,878,742
28490,2009-12-07 06:42:04,10,749
28495,2011-12-26 08:27:16,25,755
28496,2011-12-26 08:27:16,269,755
28497,2012-04-04 06:12:28,352,755
28498,2011-12-26 08:27:16,516,755
28499,2013-06-13 06:47:35,574,755
28500,2011-12-26 08:27:16,697,755
28501,2011-12-26 08:27:16,907,755
28506,2012-04-16 10:13:33,316,764
28507,2012-04-04 06:12:28,352,764
28509,2010-05-27 21:06:34,636,768
28510,2009-02-25 20:45:50,3,772
28511,2012-02-20 20:58:06,23,772
28512,2011-04-20 05:03:45,25,772
28513,2011-08-26 23:50:29,73,772
28514,2009-02-25 20:45:50,79,772
28515,2009-09-11 22:52:23,82,772
28516,2009-05-20 02:17:43,121,772
28517,2012-05-21 16:53:41,122,772
28518,2009-04-14 17:38:26,244,772
28519,2012-10-23 12:14:37,271,772
28520,2012-04-16 10:13:33,316,772
28521,2011-05-05 03:55:38,325,772
28522,2009-05-06 03:53:59,327,772
28523,2012-04-04 06:12:28,352,772
28524,2011-06-13 14:22:15,356,772
28525,2009-04-08 09:43:34,388,772
28526,2010-03-21 15:25:55,483,772
28527,2011-06-20 09:22:46,516,772
28528,2011-07-21 22:17:37,538,772
28529,2013-04-01 06:53:54,550,772
28530,2010-12-19 00:17:54,562,772
28531,2010-01-13 20:57:50,598,772
28532,2010-02-04 17:05:54,635,772
28533,2010-02-13 01:53:55,643,772
28534,2009-06-29 16:07:27,699,772
28535,2010-09-08 00:08:04,706,772
28536,2011-08-07 21:53:55,710,772
28537,2009-10-06 08:10:20,713,772
28538,2011-08-10 17:45:17,724,772
28539,2012-05-24 09:09:18,730,772
28540,2009-02-25 20:45:50,736,772
28541,2009-03-13 14:39:22,742,772
28542,2012-02-16 12:00:14,747,772
28543,2010-07-02 17:34:01,794,772
28544,2010-04-03 21:22:27,801,772
28545,2010-10-21 20:13:46,802,772
28546,2011-05-18 07:06:12,808,772
28547,2010-04-22 18:52:22,811,772
28548,2011-06-03 20:19:00,812,772
28549,2009-02-25 20:45:50,833,772
28550,2010-04-17 22:09:13,837,772
28551,2009-02-25 20:45:50,842,772
28552,2009-11-05 11:14:53,873,772
28553,2010-02-25 16:55:56,878,772
28554,2011-03-31 02:25:36,886,772
28555,2010-10-28 03:35:18,898,772
28556,2010-05-01 07:03:38,907,772
28557,2009-05-26 19:03:12,921,772
28558,2009-02-25 20:45:50,927,772
28559,2010-06-22 00:59:45,936,772
28560,2012-01-16 23:49:52,943,772
28561,2009-02-25 20:45:50,957,772
28562,2012-02-17 12:05:01,988,772
28636,2012-05-02 21:11:13,763,782
28639,2010-01-14 00:49:46,10,785
28641,2010-07-02 17:34:01,863,794
28642,2010-07-02 17:34:01,984,794
28651,2012-04-04 06:12:28,352,806
28657,2013-06-13 06:47:35,574,824
28659,2012-01-06 23:07:35,25,829
28660,2012-06-19 04:03:43,117,829
28661,2013-04-01 06:53:54,550,829
28662,2012-01-06 23:07:35,914,829
28663,2012-01-06 23:07:35,947,829
28680,2012-04-16 10:13:33,316,837
28681,2012-04-04 06:12:28,352,837
28689,2010-07-04 16:31:34,269,842
28690,2010-03-21 15:25:55,483,842
28691,2010-02-13 01:53:55,643,842
28692,2011-08-07 21:53:55,710,842
28693,2010-09-07 17:46:24,717,842
28694,2012-02-17 12:05:01,988,842
28710,2010-05-20 16:45:23,537,847
28714,2012-04-16 10:13:33,316,853
28715,2012-04-04 06:12:28,352,853
28717,2010-09-01 21:32:13,794,856
28725,2012-04-04 06:12:28,352,863
28726,2010-07-02 17:34:01,794,863
28729,2010-07-04 16:31:34,269,868
28730,2011-06-20 09:22:46,516,868
28733,2012-04-16 10:13:33,316,871
28734,2010-12-19 00:17:54,562,871
28746,2008-04-09 22:58:47,882,874
28750,2010-02-25 16:55:56,742,878
28751,2010-02-25 16:55:56,772,878
28753,2011-05-05 07:17:20,14,880
28761,2012-04-04 06:12:28,352,890
28762,2010-12-19 00:17:54,562,890
28769,2012-04-16 10:13:33,316,898
28770,2012-04-04 06:12:28,352,898
28799,2012-04-16 10:13:33,316,900
28800,2010-05-01 07:03:38,3,907
28801,2012-04-16 10:13:33,316,907
28802,2012-04-04 06:12:28,352,907
28803,2013-01-07 18:00:13,361,907
28804,2011-06-20 09:22:46,516,907
28805,2013-06-13 06:47:35,574,907
28810,2012-03-24 21:05:00,516,912
28811,2013-06-13 06:47:35,574,912
28816,2012-04-04 06:12:28,352,923
28817,2010-04-17 22:09:13,837,927
28818,2010-05-01 07:03:38,907,927
28820,2012-03-13 05:41:55,632,934
28821,2012-04-16 10:13:33,316,944
28822,2012-04-04 06:12:28,352,944
28823,2010-09-08 00:08:04,706,944
28833,2011-09-11 23:44:20,25,952
28834,2011-12-01 16:05:17,27,952
28835,2011-09-11 23:44:20,112,952
28836,2012-06-19 04:03:43,117,952
28837,2013-04-01 06:53:54,550,952
28838,2011-09-11 23:44:20,570,952
28839,2013-06-13 06:47:35,574,952
28840,2012-02-20 06:19:08,793,952
28845,2011-04-20 05:03:45,25,957
28846,2012-04-04 06:12:28,352,957
28847,2010-09-08 00:08:04,706,957
28857,2012-03-31 18:01:48,91,965
28858,2012-04-24 13:13:48,430,965
28859,2012-03-31 18:01:48,516,965
28860,2013-06-13 06:47:35,574,965
28873,2011-11-25 07:10:21,52,972
28874,2011-11-25 07:10:21,56,972
28875,2012-07-25 17:38:32,205,972
28876,2011-11-25 07:10:21,238,972
28877,2011-11-25 07:10:21,297,972
28878,2012-04-04 06:12:28,352,972
28879,2011-11-25 07:10:21,694,972
28880,2011-11-25 07:10:21,771,972
28881,2011-11-25 07:10:21,967,972
28923,2008-05-05 18:34:45,266,977
28924,2012-04-04 06:12:28,352,977
28925,2010-09-08 00:08:04,706,977
28926,2011-11-17 21:32:42,940,977
28927,2009-11-07 14:07:54,984,977
28948,2012-04-04 06:12:28,352,982
28951,2010-07-02 17:34:01,794,984
28952,2009-11-07 14:07:54,977,984
28955,2012-04-04 06:12:28,352,990
28956,2010-06-22 00:59:45,936,990
28957,2012-01-16 23:49:52,943,990
28958,2010-09-30 06:14:03,971,990
28969,2012-04-16 10:13:33,316,998
28970,2012-04-15 08:57:29,352,998
